"query_id","subject_id","identity","alignment_length","mismatches","gap_opens","q_start","q_end","s_start","s_end","evalue","bit_score","BLAST_asignation","sample_id","nReads","Lago","Domain_(MIDORI_asignation)","Phylum","Class","Order","Family","Genus","Species","000a","0sample_id","0nReads","0Lago","domain","kingdom","phylum","class","order","family","genus","species"
"04415a3abf52251b2381745ad2ca3c9ee71a1700","gi|283100289|gb|GQ914937.1|","98,734",316,4,0,1,316,329,644,"2,33E-155","562","Azadinium obesum strain 2E10 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","21F112A",129,"Managua","Eukaryota_2759","Dinophyceae_2864","Dinophyceae_2864","Gonyaulacales_40984","Amphidomataceae_1123714","Azadinium_632149",NA,"wat0m","21F112B",18,"Managua","Eukaryota","","","Dinophyceae","Gonyaulacales","Amphidomataceae","Azadinium","Azadinium obesum"
"04af377589ef5d1985caed7f340c39efad1c3ac9","gi|1995739300|gb|CP070997.1|","100",308,0,0,1,308,1870967,1871274,"1,35E-157","569","Acinetobacter indicus strain LYS68A chromosome, complete genome","V095",9,"Apoyo","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"wat??m","23V089",78,"Apoyo","Bacteria","","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter indicus"
"04b6bf5a93b1efe89122366b397ea5d30ed4f8dc","gi|2618799315|gb|CP137746.1|","99,359",156,1,0,45,200,1820399,1820244,"1,19E-71","283","Acinetobacter sp. 16 chromosome, complete genome","V037",54,"Xiloá","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"wat??m","23V037",54,"Xiloá","Bacteria","","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter sp. 16"
"04cd704f761ee4e047d066e5ac06f3788992d4fc","gi|2508164530|gb|CP125669.1|","98,477",197,3,0,1,197,2454959,2454763,"4,15E-91","348","Acinetobacter sp. KCTC 92772 chromosome, complete genome","V089",3,"Apoyo","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"wat??m","23V089",3,"Apoyo","Bacteria","","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter sp. KCTC 92772"
"04d95ed31f224cf91efa7b489074e440d02b26d1","gi|1496296783|gb|MG924667.1|","100",313,0,0,1,313,306,618,"2,29E-160","579","Acanthamoeba sp. isolate OSU02-043 cytochrome c oxidase subunit I (COXI) gene, partial cds; mitochondrial","V016",178,"Asososca León","Eukaryota_2759","Discosea_555280","class_Longamoebia_1485168","Longamoebia_1485168","Acanthamoebidae_33677","Acanthamoeba_5754","Acanthamoeba_lenticulata_29196","wat??m","23V016",178,"Asososca León","Eukaryota","","Discosea","","Longamoebia","Acanthamoebidae","Acanthamoeba","Acanthamoeba sp."
"04e91ed1af3e1cc7c4349fc34622af5d79a7411c","gi|2327617759|gb|OL438118.1|","100",29,0,0,172,200,646,674,"0,01","54,7","Hexanauplia sp. voucher 337_Cop_19 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","A2",2,"Apoyo","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"soil","21A2",2,"Apoyo","Eukaryota","Metazoa","Arthropoda","Hexanauplia","","","","Hexanauplia sp."
"050b229ccb462eda3792a9e94e4991ddf491d041","gi|1515563095|gb|MH269600.1|","100",30,0,0,95,124,400,429,"0,005","56,5","Pygmarrhopalites sp. A2 AK-2018 isolate Pyg_FPC_M10IL1 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","Ni5",13,"Nicaragua","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"soil","21Ni5",13,"Nicaragua","Eukaryota","Metazoa","Arthropoda","Collembola","Symphypleona","Arrhopalitidae","Pygmarrhopalites","Pygmarrhopalites sp. A2 AK-2018"
"052111ea37689a37dbe18f34cb1e69d035de4dc2","gi|2574677776|gb|OQ504921.1|","96,795",312,10,0,1,312,190,501,"3,91E-143","521","Discostella sp. clade G (type II) strain QQM10 cytochrome c oxidase subunit 1 (cox1) gene, partial cds; mitochondrial","SA64-5FSA",5,"Esponja","Eukaryota_2759","Bacillariophyta_2836","Coscinodiscophyceae_33836","Stephanodiscales_2910910","Stephanodiscaceae_1365474","Cyclotella_29203","Cyclotella_glomerata_1365925","wat10m","21F114A",74032,"Masaya","Eukaryota","","Bacillariophyta","Coscinodiscophyceae","Stephanodiscales","Stephanodiscaceae","Discostella","Discostella sp. clade G (type II)"
"05665fb4913776251bb548f702de3ccad780ab3d","gi|520999024|gb|CP003969.1|","100",33,0,0,274,306,7884640,7884672,"0,0000998","62,1","Sorangium cellulosum So0157-2, complete genome","Xi",14,"Xiloá","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"soil","21Xi",14,"Xiloá","Bacteria","","Myxococcota","","Polyangiales","Polyangiaceae","Sorangium","Sorangium cellulosum"
"0567ff5270fe492b5c8837eeab0277fa7d312b59","gi|224451097|ref|NG_009904.1|","100",304,0,0,1,304,116812,117115,"2,23E-155","562","Homo sapiens Janus kinase 2 (JAK2), RefSeqGene (LRG_612) on chromosome 9","V020",9,"Nicaragua","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"wat??m","23V020",9,"Nicaragua","Eukaryota","Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"05e1bba3203b81659e6f8e04c640d1572800dc9b","gi|1134946078|gb|CP015615.1|","99,13",115,1,0,91,205,341699,341585,"8,61E-49","207","Acinetobacter schindleri strain ACE, complete genome","V037",184,"Xiloá","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"wat??m","23V037",184,"Xiloá","Bacteria","","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter schindleri"
"05fb9e414fdca1fb822dee9cd5ad3ba8846ed04f","gi|292389632|gb|GU571656.1|","100",30,0,0,71,100,384,413,"0,005","56,5","Tringa erythropus voucher NHMO-BC384 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","A2",4,"Apoyo","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"soil","21A2",4,"Apoyo","Eukaryota","Metazoa","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Tringa erythropus"
"06098863799337bad6bcbeade472c43fe2d9dc0d","gi|1240946758|gb|KX756228.1|","99,681",313,1,0,1,313,36515,36827,"1,06E-158","573","Tetradesmus obliquus mitochondrion, complete genome","21F111A",7,"Masaya","Eukaryota_2759","Chlorophyta_3041","Chlorophyceae_3166","Sphaeropleales_35491","Scenedesmaceae_3086","Tetradesmus_91192","Tetradesmus_obliquus_3088","wat1m","21F111A",7,"Masaya","Eukaryota","Viridiplantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae","Tetradesmus","Tetradesmus obliquus"
"0614534edffcb51267cc1bf44589ac4dfe11548f","gi|685042149|emb|LN590674.1|","100",40,0,0,167,206,13172348,13172309,"8,4E-09","75","Cyprinus carpio genome assembly common carp genome, scaffold: LG42, chromosome: 42","V016",9,"Asososca León","Eukaryota_2759",NA,NA,NA,NA,NA,NA,"wat??m","23V016",9,"Asososca León","Eukaryota","Metazoa","Chordata","Actinopteri","Cypriniformes","Cyprinidae","Cyprinus","Cyprinus carpio"
